Emotion,Text
joy,"No-no, it’ll be fun! We can come back and we can haunt these guys!"
neutral,"Um, Chandler, Ross, this is Robert."
neutral,"Oh, hey."
neutral,Hi.
neutral,"You’ve have lipstick right here . That’s okay, it’s mine, we just kissed."
neutral,No. Y'know how we’re always saying we need a place for the mail.
neutral,"Well, I started building one. But then I decided to take it to the next step."
neutral,"No, an entertainment unit, with a mail cubby built right in. It’s a one day job, max."
neutral,"Oh yeah. These are my old work pants, Sergio Valente’s."
neutral,Power saw kinda got away from me there.
joy,Hi!
anger,Another cheesecake came! They delivered it to the wrong address again!
neutral,"So just bring it back downstairs, what’s the problem?"
sadness,I can’t seem to say goodbye.
anger,Well I’ve forgotten what it tastes like okay?!
neutral,It was cheesecake.
neutral,It was fine.
joy,My whole mouth just filled with saliva!
anger,Y’know what? Forget it!
neutral,Yeah and we’ll drop it off downstairs so that we’re not tempted.
neutral,Good idea. Where do you want to go to lunch?
neutral,"Momma’s Little Bakery, Chicago, Illinois."
neutral,This one’s from me.
neutral,"It wasn’t on your list, but hopefully you’ll think it’s really fun."
neutral,Stick to the list. Always stick to the list.
joy,"No! No-no, I love it. Thank you."
joy,"Okay, open ours next. Open ours next!"
neutral,Okay.
neutral,"Now that you’re a couple, we don’t get two presents from you guys?"
neutral,For my last birthday you gave me a
neutral,Okay.
joy,Happy birthday Grandma!
neutral,It’s better to be over the hill  then buried under it.
neutral,All our love Monica and Chandler.
joy,"That’s funny, yeah!"
joy,"No, I know! I get it! It’s funny!"
sadness,"No, because you’re not a grandmother!"
sadness,"No I know, because to be a grandmother you have to be married and have children and I don’t have any of those things."
neutral,That’s why it’s so funny.
anger,All you had to do was buy the card!
neutral,"Hey, Joey. What's going on?"
neutral,Clear the tracks for the boobie payback express. Next stop: Rachel Green.
sadness,Sorry. Wrong boobies.
neutral,"Hello, Joey."
joy,"I think it's great. Y'know, it's sweet, it's romantic..."
neutral,"Hey, buddy."
neutral,"Oh, that's attractive."
joy,"Oh, I thought you were great in Silence of the Lambs. Oh come on, admit it! All things considered, you had fun tonight."
neutral,"Oh, ah- the kid has it."
anger,"The kid...?  Excuse me, uh, that's, that's my puck."
neutral,"You gotta do it, man."
anger,"Oh yeah? Well, I'm rubber, you're glue, whatever——can't do it.  Listen, uh- gimme back my puck."
anger,"Yes', how about. C'mere. Gimme!"
anger,Hey! Hey! No rough holding in my ER!
anger,GIVE ME MY PUCK!!
anger,...Now
joy,"Oh, look, wish me luck!"
neutral,What for?
neutral,I'm gonna go get one of those  job things.
neutral,"Oh, I told the stripper to be here at five. That’s good right?"
anger,You ordered a stripper for the shower?! That is totally inappropriate!
joy,Hi!
joy,I’m so glad you could make it.
joy,"Yes, thank you so much. And again, we’re so sorry. We could not feel worse about it."
joy,Try. There’s my little girl.
neutral,She’s still mad.
joy,Yeah I know. Isn’t it great? One less person we have to make small talk with.
neutral,"Oh, that’s very—Really very-very okay."
joy,"Julie’s cervix is dilated a seven centimeters, that’s about four fingers. The doctor let me feel it myself."
neutral,Have you felt Rachel’s cervix Ross?
neutral,"Well, if you like you can feel Rachel’s and then feel mine to compare."
neutral,Am I interrupting?
joy,Uh yes! Thank you.
neutral,Oh. Oh wait no.
neutral,Later.
neutral,"Oh uh, I’m sorry."
fear,No Ross! Ross! Ross! My child has no father!
neutral,Try feeding her again.
neutral,I already fed her.
anger,"I know, that’s why I said again!"
fear,"Alright you guys, we can’t turn on each other, Okay?   That’s just what she wants."
neutral,Hey.
joy,Phoebe! Rachel! It’s Monica! I wonder what you could possibly need me for on such short notice!  Oh.
sadness,"Oh Monica, we are so sorry."
joy,For what?
sadness,"Well first, for forgetting to throw you a bridal shower."
neutral,And then for forgetting to invite you to it.
neutral,"Well, we called everyone in your phone book and a bunch of people came, but it took us so long to get you here that they-they had to leave."
sadness,We ruined everything.
sadness,Ugh
sadness,"Well no, wait a minute, that’s not true!"
joy,"No, what did, that was really sweet."
joy,And it kinda works out for the best.
joy,"Well now, I get to spend my shower with the only people I really love!"
joy,"I mean, I get all those presents  without having to talk to people I don’t even like!"
neutral,Monica.
anger,"I can't believe it's raining again! Oh, it's so unfair!!!"
neutral,"Well, on the bright side, now you won't have to see all these paleontologists with their shirts off."
neutral,Not you guys.
joy,You got it going on!
neutral,"So, what are we gonna do today?"
neutral,They have a game room downstairs! Ping pong and stuff.
joy,I don't think so!
neutral,Why not?
neutral,"Because you know how competitive you get and well, I say it's cute, others disagree, and I'm lying!"
neutral,I'm not always that bad!
neutral,"Oh,"
neutral,... and...?
neutral,I clunked your heads together!
sadness,"Sorry I ah, I scared you in there."
neutral,"Oh, that’s okay. By the way, I was just checking the shower massager."
neutral,Yeah.
sadness,I tried to reach you at work. There’s....been a fire.
neutral,"Well, we believe it originated here.  In the Aroma Room."
fear,All right. Did everyone get out okay?
neutral,"Well, the giraffe’s okay. And so is the pirate."
fear,"No Phoebe, don’t look! You don’t want to see what’s under there!!"
sadness,"Ohh, the-the Foster puppets!"
neutral,Hey! How long until Pete’s fight?
neutral,"Oh, about five minutes. Right now they’re interviewing his opponent. Apparently he trains by going to Iran and pulling the arms off thieves."
neutral,Hot dog?
fear,"Four, please.  I’m really nervous.  Thank you."
neutral,"So Ross, how umm, how did it go with Bonnie?"
joy,"I gotta tell you, I-I wasn’t expecting to like her at all, I mean I actually wasn’t expecting to like anyone right now, but she’s really terrific."
sadness,"Ohh, that’s too bad!"
joy,"No, I-I’m saying I liked her."
neutral,"Yeah, y'know what, there are other fish in the sea."
joy,"Pheebs, I think she’s great. Okay? We’re going out again."
neutral,Hey! Which one’s my turkey burger?
neutral,"Ahh, the one next to my foot. Sorry."
joy,"Hey, the fight’s starting!"
neutral,"Okay, we’ll be right in.  So ah, did your boss try to slap you again today?"
anger,Nine times!
neutral,"Okay, I had to put on lotion!"
neutral,"But, it’s gonna be okay, because as of tomorrow I’m conducting an experiment, and if all goes as planned, my butt will be smack free."
neutral,Fight’s over!
neutral,"Okay, okay, here she comes!  How do I look? Do I look like a guy who doesn’t want to get married?"
joy,Hi guys!
neutral,Hey!
neutral,What are you up too?
neutral,"Oh, just hanging out, talkin’ about uh, websites."
neutral,"Yeah, we saw this really interesting website about marriage and how totally unnecessary it is and how its just a way for the government to keep tabs on you."
neutral,"Yeah, Big Brother."
neutral,Well that’s a little crazy. Although I am y’know glad to hear that you’re branching out on what you look at on the Internet.
neutral,"Yeah, well… Y’know, it just got me thinking though, why would anybody ever want to get married huh?"
anger,Why?! To celebrate your relationship! To solidify your commitment! To declare your love for one another to the world!
neutral,Eh
sadness,Okay well that’s good to know.
joy,The Mr. Bowmont’s here!!!
joy,"Oh that’s great, my friend Joey’s in the movie business."
neutral,Y’know who I ran into from school? Howie.
neutral,My friend’s name is Joey.
neutral,Apparently Howie’s editing now.
anger,"Yeah, he-he-he calls me up and asks me if he can edit my new movie."
neutral,Refill?
joy,Hey! How you doing?
joy,"Good! Good, long time no see."
neutral,Like your sweater.
neutral,"Oh hey, right back at ya."
neutral,So whose is it?
neutral,"Umm, I don’t some Italian guy. Come on, read your own label. See you later."
neutral,Okay.
anger,He is so weird.
joy,Yeah!
joy,"You know, ever since I had that dream about him, and can't    get it out of my head!"
neutral,"Ok, off the top of my head... Don and Janet."
neutral,"Who, who are they?"
neutral,I know them from work.
neutral,"No, one of them..."
neutral,Which one?
neutral,"I don't know, what were the names I just said?"
anger,"Rachel, things can get incredibly complicated."
sadness,"All right, all right, you're right"
anger,We found your fire alarm in the trash chute.
neutral,That’s not mine.
neutral,Yes it is.
fear,How do you know?
anger,"Okay do you—Okay, do you have a search warrant? Because the last time I checked this was still America!"
neutral,"Please reattach this, it’s against the law to disconnect them."
anger,Fine!  But please God.. tell me how to stop them from going off!
neutral,There’s a reset button under the plastic cover.
neutral,"Reset button, reset button, where is there a reset button?"
joy,Oh here it is!
joy,"Ohh, God!"
neutral,"Four letters: ""Circle or hoop""."
anger,"Ring dammit, ring!"
neutral,Thanks.
neutral,"I tried to call you from the coffee shop, and there was no answer."
anger,"I turned it off. Mother of God, I turned it off!"
neutral,Just like you told her you did!  ... Just pointing out the irony.
anger,"Hey, so listen, I went across the street and talked to the doorman- I got the peeper's name! Can I use the phone?"
anger,Nngghhh!!!!!!!
neutral,"Can I use your phone?  Yeah, the number for a Sidney Marks, please."
neutral,"""Heating device."""
neutral,Radiator.
neutral,Five letters.
neutral,Rdtor.
neutral,"Well, you'll have to wait your turn."
neutral,"Well, how long do you think it'll be?"
neutral,Any minute now.
joy,"Hey, this-  Heyy..."
neutral,Hey.
neutral,Hey! Any good mail?
neutral,"Yes, you got something from the Screen Actor’s Guild."
neutral,"Ooh, it’s probably a residual check, hey can you open it for me, I’m kinda…."
neutral,"""Benefits lapsed."""
neutral,Hmm that’s weird. I don’t remember being in a move called benefits lapsed.
neutral,"Okay, it’s not a check. They’re saying your health insurance expired because, you didn’t work enough last year."
neutral,All right.
anger,This sucks!
fear,"When I had insurance I could get hit by a bus or catch on fire, y’know?"
anger,And it wouldn’t matter.
anger,Now I gotta be careful?
sadness,"I’m sorry man, there’s never a good time to  stop catching on fire."
sadness,"All right well, I guess I gotta go get a job. I’m gonna go see my agent."
neutral,"Okay, make sure you look both ways before you cross the street."
joy,look both ways before you cross the street.
joy,"I know, it's beautiful. Amazing."
neutral,"I had to kiss Phoebe and Rachel every time I left a room, I mean it's too bad they didn't see us having sex."
neutral,Do you know anything about women?
neutral,No.
neutral,That's all right.
neutral,Okay.
joy,Remember when we went to Central Park and rented boats?.. That was fun.
joy,Yeah. He could row like a viking.
neutral,Hi.
neutral,Mmm.
neutral,So how'd it go?
neutral,"Oh, y'know.."
neutral,Did he mention us?
sadness,He said he's really gonna miss you guys.
sadness,"You had a rough day, huh.. c'mere."
joy,...love you.
neutral,Are you're hands still wet?
neutral,"Uh, moist, yeah."
neutral,Let's dry 'em again.
sadness,Oh my God! Oh my God!!
neutral,Like a
neutral,"Y’know, I only know of two surefire ways to shut a man up. And one of them is sex."
neutral,What’s the other one?
neutral,"I don’t know, I’ve never had to use the other one."
neutral,"I’m just saying y’know, if we’re having sex, he’s not gonna be talking."
joy,Oh that’s right.
neutral,You’re the talker.
joy,"Anyway uh, great idea!"
neutral,"Umm, I gotta go to the store; I told him that I would buy him some more tissues."
neutral,"Oh, we have some"
anger,No you don’t!
neutral,"Okay, yeah.  Triple A can pick us up."
neutral,"Yeah, what town are we near?"
neutral,"Freemont. West-Westmont, ah Westburg?"
anger,Then why are you answering? Do you at least know what route we’re on?
neutral,"Yeah, we are definitely on Route 27."
neutral,"Okay.  We are at a rest stop on Route 27. Okay.  There is no Route 27.   Okay, either 93 or 76?"
sadness,"I don’t know, I’m sorry, I always slept in the back when we drove up here."
neutral,"Hey, can you send somebody up and down 76 and check every rest stop, and, and also 93?"
neutral,Okay!
neutral,"Yeah, no they don’t do that."
neutral,"Ugh, okay, well somebody will come and save us."
anger,Who?
fear,I mean have you seen a car come by here in the last hour and a half?
neutral,"I think we should call Ross, maybe he can get a car and come pick us up."
anger,"No! No, I am not getting in a car with Ross, we will just have to live here!"
fear,But if...
anger,"No you guys, I am not getting in a car with him, you’ll have to think of something else."
joy,"Oh good, oh Joey and Chandler are back."
neutral,So the going for help went well?
neutral,"I’m telling you man, I saw it."
anger,"Yeah, well, you’re wrong! Okay, you’re wrong."
sadness,"I’m not wrong! I wish I was. I’m sorry. Bet that barium enema doesn’t sound so bad now, huh?"
neutral,I know.
neutral,Let’s try a look…of far off…wonderment.
joy,"Okay, we’ll-we’ll gaze into our future and we’ll think about our marriage and the days to come."
anger,"I mean this picture is supposed to say ""Geller and Bing to be married,"" not ""Local woman saves drowning moron!"""
anger,Hey!
anger,Don’t laugh at him!
neutral,He’s
joy,We’re gonna find love!
joy,Definitely!
neutral,"Yeah, I’m pretty confident about that."
joy,That’s what makes it so easy for me to be 80% happy for Monica and Chandler!
neutral,It would be nice to have a little guarantee though.
neutral,What do you mean?
neutral,"Well y’know, some people make deals with a friend, like if neither of them are married by the time they’re 40, they marry each other."
neutral,You mean a backup?
joy,Exactly!
neutral,"Yeah, yeah I got that."
neutral,You do?
neutral,Hm-mmm
neutral,Who?
joy,Yeah!
joy,"Yeah, I locked him years ago!"
neutral,"Yep, we shook on it. Yeah but believe me that is not how he wanted to seal the deal."
neutral,"Yeah uh, what am I gonna do?"
neutral,"Yeah, I’m sorry man.  You wanna go watch?"
joy,Yeah!
neutral,Good morning.
joy,"Hi Tag! Hey, so did you have fun with uh, with Joey last night?"
joy,Oh yeah! We went to the Knicks game.
joy,Ohh that’s nice.
joy,Then we went to this bar and he hooked us up with all these women!
neutral,"Well kinda old, like 30."
neutral,Oh.
neutral,A little.
neutral,How you doin’?
joy,"Phoebe, we are so proud of you! You're amazing!"
neutral,I know.
joy,So does it really hurt as bad as they say?
joy,You roll another hard eight and we get married here tonight.
joy,Yes! I love you! I've never loved anybody as much as I love you.
joy,I've never loved anybody as much as I love you.
joy,"Okay, so if an eight comes up, we take it as a sign and we do it!"
neutral,What do you say?
joy,Okay!
joy,Okay! Come on! Let's go! All right!
anger,Okay! That's a four! And where-where's the other one?
neutral,It went under the table.
anger,"Nobody move!  Okay, you look that way; I'll look this way!"
joy,Here it is! Here it is!
neutral,That could be a four or a five. It's your call.
neutral,It's a four.
neutral,I think so too.
joy,Well that’s it. I’m done. Whew!  There come the meat sweats.
joy,"Well Joey, we’re all…we’re all very proud of you."
neutral,"Yes, I believe we can expect a call from the President any moment now."
neutral,Is there anything we can do for you?
neutral,"No just, nobody press on my stomach."
neutral,You can keep those pants by the way.
neutral,"Yeah, you want some?"
joy,"Ah, just cut me a little sliver."
neutral,A little bigger.
neutral,Little bigger.
anger,Are you afraid you’re gonna run out?!
anger,Cut me a real piece!
neutral,"I need to talk to you, it’s pretty urgent. It’s about Monica and Chandler."
neutral,"Of course, of course."
neutral,"Umm, would you please excuse me for a moment?"
neutral,"Umm, do you know each other’s hometowns?"
fear,Why don’t you…   Wh-what’s going on?
neutral,"Well, umm, not much."
neutral,"But, I was just thinking that since those guys just got engaged that maybe it would be nice if they had some privacy, y’know?"
neutral,"So, could I just move in with you for a couple days?"
neutral,"Umm, okay, yeah, sure. But wh-what’s wrong with Monica and Chandler?"
neutral,Nothing..Why?
anger,"Phoebe, you said it was urgent!"
neutral,Oh yeah it is! I’m going to the movies and it starts in like five minutes.
anger,Do you realize I have a classroom full of students?
neutral,"Oh, I’m sorry. I’m so rude. Does anyone want to come to the movies?"
sadness,"Look, look, there’s got to be a way we can work past this."
fear,"Okay,  I can’t imagine, I can’t imagine my life without you."
sadness,"Without, without these arms, and your face, and this heart."
sadness,"Your good heart Rach,  and, and...."
neutral,No.
sadness,"I can’t, you’re a totally different person to me now."
sadness,"I used to think of you as somebody that would never, ever hurt me, ever."
sadness,"God, and now I just can’t stop picturing with her, I can’t,  it doesn’t matter what you say, or what you do, Ross."
sadness,"It’s just changed, everything."
sadness,Forever.
sadness,"Yeah, but this can’t be it, I mean."
sadness,Then how come it is?
neutral,"Windows are clean, candels are lit."
joy,"Uh, belt's to tight, gotta change the belt."
neutral,Did I turn the fish?
neutral,"No, cause I made lasagne."
anger,Am I out of control?
neutral,Just a touch.
neutral,"Mon, I don't understand."
neutral,What?
joy,Could tonight be the Night?
neutral,I don't know.
joy,Look he's a great guy and I love being with him but... you know.
joy,"Things happen, and they happen."
neutral,You don't plan these things.
neutral,"So, did you shave your legs?"
neutral,Yeah.
anger,Ross!
neutral,"Okay, Raymond, Joey you're up."
joy,Hi!
neutral,"Okay, uh well, let's try one. Whenever you guys are ready."
fear,Uh-oh.
neutral,Is there a problem?
neutral,"Well this is noodle soup and uh, I've been working with tomato."
neutral,"But that's okay, no problem."
neutral,No problem.
neutral,"Hmm, noodle soup."
neutral,"Y'know, that's-that's fine, but the line is, ""Hmm, soup."""
neutral,"Hmm, noodle soup."
neutral,"All right, let's try one."
neutral,"Hmm, noodle soup."
neutral,Okay. Let's do it again.
neutral,Okay.
anger,"Hmm, soup.  I mean, noodle soup. I mean soup!"
anger,COME ON!!!!
anger,Y'know what? We need to move on.
anger,"No! No! I-I can do it one more time! See? Look!  Hmm, noodle soup. Damnit!"
neutral,Okay. Just give us a second. Ross!
neutral,Yeah?
neutral,Give her some money.
neutral,I really think they’re out of rooms.
anger,"They’re not!! Ross, they’re just saving them for the important people!! Okay?! What-what if I was the president?!"
neutral,"Well then we’d be in a lot of trouble, you don’t know where any countries are."
neutral,Okay.
neutral,"Uh, say would you umm… Would you mind checking again to see if any umm, private rooms may have  opened up?"
neutral,This is a hospital.
neutral,Y’know what?
anger,I’d have to say I really don’t care for your tone.
anger,And this is not the only hospital in this city and we have no problem to—Whoa!
neutral,Would you like to see a semi-private room?
neutral,"Yeah, it couldn’t hurt to look."
neutral,"I'm just sayin' if dogs do experience jet lag, then, because of the whole um, seven dog years to one human year thing, then, when a dog flies from New York to Los Angeles, he doesn't just lose three hours, he loses like a week and a half."
joy,That's funny. Who are they?
neutral,"The blond woman is my ex-wife, and the woman touching her is her... close, personal friend."
neutral,If you wanna put a label on it.
sadness,"Oh God, Ross, I cannot do this."
neutral,"Okay, quick and painful."
fear,"Oh God... Okay. Alright. Alright. Okay. Ross, please don't hate me."
neutral,Y'know Marcel?
neutral,...Yeah?
sadness,"Well, I kind of... I kind of lost him."
joy,Hi Pheebs!
joy,Hi!
neutral,How are ya?
neutral,Good.
neutral,"Umm Pheebs, remember when we were in the coffee house we decided that I was going to keep the uh, the cute guy’s cell phone?"
neutral,Yeah.
neutral,And remember how I said I was going to keep it in my purse so that if it rang I could just pick it up?
joy,Yeah!
anger,And do you remember going into my purse and stealing the phone?!
fear,"Ooh, now you lost me."
anger,You stole the phone!
anger,No I didn’t!
anger,"No? So you’re saying that if I called it, it wouldn’t ring?"
fear,"No. Umm, okay. But while you dial, let me show you the features of my new ringing handbag.  Oh, it does work!"
anger,Phoebe!
neutral,It’s not here.
neutral,"Puzzler. A bit of a puzzle. Why don’t you um, check the copy room, maybe you left the contracts in there?"
neutral,How could I have left them in the copy room?
anger,I don’t know Tag! How can your genitals make phone calls? Okay? It’s not a perfect world! Just go please.
anger,Fine.
joy,How ya doin'? Welcome. Good to see ya!
neutral,This will be your phone.
neutral,"That's great. But uh, I'm not really expecting a lot of calls."
neutral,No you answer it and take pledges.
neutral,"No, Gary Collins is the host. You'll be answering the phones."
neutral,"You don't seem to understand. See, I was Dr. Drake Remoray."
neutral,"Well, here's your phone doctor."
neutral,Hey guys.
neutral,"Well, he’s very charming."
neutral,"Well, you’re just gonna have to try."
neutral,"Joey, where are the"
neutral,"I don’t know, Chandler is supposed to be passin’ ‘em around..."
anger,"Okay, ten blocks down. Five to go."
joy,Oh wait! Stop! Stop! Stop!
joy,My boots in tan! Hey! Can you get a little closer so I can see the price?
joy,I can see it from right here. It’ll cost you one husband.
sadness,"Okay, I’m sorry. I think I can walk the rest of the way now. Just-just give me my boots."
anger,Come on more!
joy,Oh God!
neutral,"Yeah, you like that don’t you?"
joy,Oh yeah right there!
joy,You want it there? You take it there baby!
sadness,Uh Phoebe?
joy,"Yeah, say my name. Say it!  And now I’m going to cover you back up, and umm we’re never doing this again."
anger,Happy?! Is that what I’m supposed to be Vic? Happy?
anger,"Well, why don’t you tell me what you’re supposed to be!"
neutral,Huh?
anger,Because I sure as hell can’t figure it out!
neutral,I talk to you and it’s nothin’.
neutral,"You look at me, and nothin’."
neutral,Nothing.
joy,"You guys make me fly! High! Okay, we’re gonna pick it up here, tomorrow."
neutral,"Well, that was ah..."
anger,Do you know what just happened?
neutral,Yeah. We-we had sex and then we fell asleep.
neutral,No. We were in the middle of sex…and
joy,"Nooo! No, that’s not true. No, best time ever! Yeah, you rocked my world!"
neutral,"Don't worry, Chandler, it's not a globe of the United States."
neutral,Hey you guys I'm gonna go out and take a walk.
neutral,"Oh, it's not!"
neutral,It's just my knitting that's all!  Yes! I knit this. I'm very good.
neutral,There will come a time in each of your careers when you’ll have a chance to screw over another soap opera actor.
neutral,"I had such an opportunity in the recent, present."
sadness,"And I’m ashamed to say that I took it, I advised a fellow actor to play a role, homosexually."
anger,"Yeah, we both auditioned for the part, and uh, as it turned out, they ah, they liked the stupid gay thing and cast him."
sadness,"And now, he’s got a two year contract opposite Susan Luchhi, the first lady of daytime television, and me, me I’m stuck here teaching a bunch of people, most of whom are too ugly to even be on TV."
sadness,"I’m sorry, I’m sorry, I’m sorry."
neutral,Thank you.
neutral,I’ll be out in a second.
joy,Oh.  It’s just so unexpected! I…I uh…Boy I’ll tell you it’s just such an honor to be nominated for a
neutral,"Honey, we have to go. Our reservations are at 8:00."
neutral,in Reservations at 8:00 by Neil Simon.  Thank-thank you Neil. Thank you for the words.
neutral,"Okay honey, you can finish this later we’re gonna be late. We gotta go."
joy,"Please, don’t play the music. Just uh one more."
joy,"I mean, I couldn't not know, I mean, if, if the doctor knows, and Carol knows, and Susan knows...."
neutral,And Monica knows...
neutral,"Carol called me to thank me for the lasagna, I asked, she told me."
joy,So what's it gonna be?
anger,"Wait—oh—hey—huh, oh great now he knows, and I don't know!"
joy,"I'm sorry, I'm just excited about being an aunt!"
neutral,Or an uncle...
joy,Hey Phoebe!
joy,Hi Pheebs!
joy,Pheebs!
anger,Fine!
neutral,"Phoebe, what's the matter?"
sadness,"Nothing, I'm sorry, I'm just, I'm out of sorts."
neutral,"Hey, Chandler, that table place closes at 7, come on."
neutral,Fine.
neutral,"Phoebe, what is it?"
neutral,"All right, you know Paolo?"
neutral,"I'm familiar with his work, yes..."
anger,"Well, he made a move on me."
joy,"More coffee over here, please!"
neutral,Hey.
sadness,"Well, I-I thought a lot about what you said, and um, I realilized duh, all right maybe I was a little judgmental."
neutral,"Yeah,  oh, but oh..."
neutral,"Look now, Phoebe remember, hey, their just fulfilling their Christmas...."
neutral,Destiny.
neutral,Sure.
neutral,Yes.
neutral,All right.
neutral,"Oh, that’s, that’s ah, one of the old ones, he’s just taking it to the back."
anger,"You keep the old ones in the back, that is so ageist."
neutral,Well we have to make room for the fresh ones.
sadness,"So, what happens to the old guys?"
neutral,"Well, they go into the chipper."
fear,"Why, do I have a feeling that’s not as happy as it sounds?  No! Nooooo!!!"
neutral,Light still out?
neutral,Yeah.
neutral,Oh. Maybe they're- napping.
sadness,"Oh please, they're having sex."
anger,Shut up!
neutral,"So, whaddya think George is like?"
neutral,I think he's shy.
neutral,Yeah. I think you have to draw him out. And then- when you do- he's a preppy animal.
joy,"Hi! Hi, I’m Ross, you don’t know me, but I’m a big, big fan of yours. I mean,"
neutral,Aren’t you with that girl over there?
neutral,"Well, yeah, kinda."
neutral,"Um, but that’s okay, see we have an understanding, um, see we each have this list of five famous people,  so I’m allowed to sleep with you."
joy,"No, no, no, it’s flattery."
joy,"Oh no, no, no, wait, wait, Isabella."
fear,"Don’t, don’t just dismiss this so fast."
neutral,I mean this is a once in a lifetime opportunity...
neutral,"Yeah, for you. Is that the list?"
neutral,"Um, yeah."
neutral,May I see it?
fear,"Um, no."
joy,Come on!
neutral,"But, okay."
neutral,"Um, see, but that’s not the final draft."
anger,It’s laminated!
neutral,"Yeah, um, okay see, you were, you were on the list but my friend, Chandler  brought up the very good point that you are international, so I bumped you for Wynona Rider, local."
neutral,Y'know it’s ironic...
neutral,...because I have a list of five goofy coffee house guys and yesterday I bumped you for that guy over there.
neutral,We’re just gonna be friends.
anger,Get out of here you lurker!  Go on! Get!
joy,Hey Pheebs!
neutral,"Yeah, I couldn't be mad at him for too long."
joy,"Yeah, she couldn't live without the Chan Love."
neutral,We have one.
neutral,"Okay, Joey Tribbiani invited me back to his apartment, now does he do this with a lot of girls?"
neutral,"Yeah, a lot. A lot, a lot!"
neutral,"Well, y’know it’s none of my business, but aren’t you married?"
anger,Yeah. Oh I just wish we could not be married for a little bit! Y’know I just wish we could be like on a break!
anger,Ross! I think she is trying to make something happen with you to get back at me!
neutral,So that’s the only reason she could be here huh?
neutral,It couldn’t have anything to do with the fact that-that maybe I’m a good listener and I uh I put on a
anger,"Ross, I am telling you that she is using you to get back at me!"
neutral,"I think I can take care of myself, I’ll talk to you later."
neutral,Good-bye.
neutral,"Uh, that was your sister actually."
neutral,She-she thinks that you’re just using me.
neutral,So?
sadness,I’m sorry.
neutral,"I-I, came to fill your ice cube trays."
neutral,"Umm, okay, okay, look."
anger,I took this picture from your fridge.
anger,"Okay, because I know that this is my Father."
anger,"Yeah, this is Frank Buffay and you are standing right there next to him."
anger,"Now, look I deserve to know where I came from."
anger,All right?
anger,So if you can help me find my Father then you should!
anger,"Otherwise, you’re just mean!"
anger,"So, just tell me the truth!"
neutral,"All right, the man in the picture is Chuck Magioni."
neutral,"No, no, that’s just Chuck Magioni, I-I sold him a house last year!"
sadness,"And I’m very sorry, but I don’t know where your Father is, and that’s the truth."
sadness,Oh.
neutral,"But umm, you’re right."
neutral,I think that a person should know where they come from.
neutral,"Wh-which is why I ah,  ahh,  okay."
neutral,I’m your mother.
sadness,"Y'know I wanted to tell you yesterday, but I just, I kinda felt all floopy, and..."
fear,What’s-what’s this nonsense?
sadness,"All right, I’m-I’m not English."
neutral,I’m from Long Island.
sadness,"I was really nervous and the accent just uh, just came out."
sadness,I’m sorry.
neutral,"So, if we could just get back to the lecture."
neutral,"Umm, were there any questions?"
neutral,About paleontology.
anger,"All right, look I was just trying to make a good first impression."
sadness,"Obviously, I screwed up."
neutral,But what you guys think of me is really important because I’m-I’m hoping to get a permanent job here.
neutral,So if you just give me another chance to make a good impression
anger,Ross!! Are you crazy?! I am
neutral,"Where you going, Joe?"
neutral,For a walk.
neutral,Oh. You mind if I join you?
neutral,"Actually, that will be long. You know, I really need to organize    my thoughts."
joy,"Allright, fine, I only have one thought! It's about the hot nanny,    I gotta see her!"
neutral,"I'm afraid I can't let you do that, Joe."
anger,Now YOU'RE telling me I can't see her??
sadness,You guys are killing me!
sadness,She's forbidden fruit!
sadness,"It's like ... like she's the princess and I'm the stable    boy ... Why are you doing this, huh?"
neutral,Did Ross tell you not to let me go over    there?
neutral,"Yes, as a matter of fact he did, so I can't let you go."
anger,Huh. Interesting. Now there are obstacles. Hot nanny and me against    the world. This is the kind of stuff great novels are made of.
neutral,Fine ... mediocre porn
neutral,"Okay, I think we can get the evaluation back before they see it, but we’re gonna have to get into Mr. Zelner’s office."
neutral,"Now, he doesn’t get in until 10, so he’s no problem, but his assistant, Betty, she comes in early to eat her breakfast at her desk."
sadness,That’s kinda sad.
neutral,"Yeah, well Betty is kinda sad. Which is why I believe I can lure her away with these chocolates.  Now, while I distract her,"
joy,Got it!
joy,Let’s roll!
neutral,"Hello Rachel, you uh, got a minute?"
neutral,"Yeah, sure Mr. Zelner, for you anything—minute. Okay. Fine.  Abort the plan, abort the plan."
neutral,"Uh actually, I’d like to speak with both of you."
neutral,"Okay. Uh, well can we, can we get you anything Mr. Zelner? Maybe some chocolates?"
neutral,"Cassie, are you finding everything okay in there?"
neutral,Yeah! Thank you so much for letting me stay here.
joy,Oh! No problem! I
neutral,You are iron.
joy,You are steel!
anger,"Let me ask you something, how come when I call your computer support line, I have to wait an hour and a half?"
neutral,"I told you, we’re adding new operators all the time. Could we concentrate on my training?"
neutral,"Look, you and I went to different high schools..."
neutral,"Okay, that doesn’t help me, because we went to the same high school."
neutral,"You went to one where you were popular, and you got to ride off Chip’s motorcycle, and wear his letterman jacket."
sadness,I went to one where I wore a band uniform they had to have specially made.
neutral,It was a project for one of the Home Ec classes.
joy,And the fat girl inside of me really wants to go.
neutral,I-I owe her this.
neutral,I never let her eat.
neutral,"Oh, you go out with him."
neutral,"Yeah. Just, if it’s possible, could you leave him somewhere and go have sex with another guy?"
neutral,I’ll try.
neutral,"Hey! Tall guy! Hey, listen, I wanted to talk to you about that girl that you’re dancing with."
