Emotion,Text
sadness,i feel burdened with the guilt of burdening her with the burden of knowing about my burden
anger,i feel bitter that my cancer was relegated to unnecessary to meet with someone as important as an oncologist
fear,i feel uncomfortable when i wear lenses that are not brown but these lenses make me want to get more blue lenses
sadness,i feel like an awful lot has happened in the past week or so
sadness,i feel helpless lost upset and worst of all
anger,i feel jealous whenever it is in a relationship because i dont get to talk to it anymore
anger,i was feeling pretty bitchy and horrible but dont worry
fear,i was up early today to vote before the lines got too long and i didnt have that feeling at all but i was uncomfortable for another reason
fear,i finished blogging i was feeling shaky and checked my level to see a
anger,i feel like ive been terribly wronged and that all is hopeless
sadness,i feel beaten and tattered and washed up and drowning and i rise up for air just for a moment just to hear a little praise and another wave or gust of wind knocks me down again
sadness,i can t help but feel jaded
anger,i feel so grouchy and irritable when im sick
fear,i feel so hesitant to say anything positive trying to hold my breath so to speak because none of this really matters until i know that shaun has passed the dlpt
sadness,im feeling stressed or out of control i regain control by breaking down my particular stressors into minutes segments to devote attention to and then go to it
sadness,i hate the feeling of being needy or vulnerable to something or someone that sometimes it seems like youre an addict
anger,im not dressed up and im already feeling sort of bah humbug today but i am really annoyed at a type today
fear,i feel like by being so timid ive lost a lot of opportunities to make connections with people that ive wished id made connections with
sadness,i feel disturbed in which happens to be roughly everywhere
anger,i just grab something and hit myself just to feel pain damn i know the risks and injuries that might occur i know its dangerous
sadness,i didn t want to feel foolish ridiculous embarrassed and self conscious
sadness,i am having my usual october where things are drastically in flux where i am feeling melancholy at best and where god is asking me to step off the cliff and have faith he will provide
fear,i al feeling rather agitated and i am not totally sure where it is coming from
anger,when i failed the entrance exam of the medical school and was studying biochemistry which has no job prospects in zambia
fear,i feel suddenly startled catch my breath and think it could be any day
sadness,i want to feel groggy and heavy
fear,i am left feeling very confused and blah
anger,i feel like i m so distracted by silly things like twitter that i can spend an entire evening with the kids and not actually hear a thing that they re saying
sadness,i would feel numb and though thousands of calories would be consumed i would never taste one bite
fear,finding out that i am not an as able student as i thought
sadness,i reluctantly ate a piece of string cheese but i was both cranky that i hadn t lost more weight and feeling vain about the way i was looking ironic i know so i decided to throw up again
sadness,i feel worthless unmotivated like i m getting no where
sadness,im feeling pretty morose for reasons that i dont need to go into beyond having been plagued by this same
fear,ill feel even more pressured
sadness,i feel so unwelcome its sickening
fear,i taught him what it can look like and how it could make him feel scared confused excited nervous
fear,im super annoyed cause it hurts all the time cause i cant do my complete manicure and feel like my hands are pretty and i am kind of scared on how long this will take to heal and for my nail to grow again to stick on my finger again
sadness,i feel terrible writing so little but theres not anything else to report on
fear,i do not know that he simple feelings i am startled by startled though he did not understand the words but i was feeling his words there are overtones green ink why suddenly say
sadness,i feel resigned that its never going to finish
sadness,i then wonder if the girl does want to marry me and contemplate that feeling slightly disheartened
sadness,i feel stupid every time i even think about it
sadness,ive been feeling so listless lately
sadness,i also feel regretful at the sense of elation i felt after offing them
sadness,i feel so disheartened at things
sadness,i am writing this feeling hopeless hopeless about the people around me this is a crazy absurd world with absurd people in it
sadness,i lured him in using emoexaderistic things about my life to to make him feel like he could be the tragic hero to save this young girl sorta romance plot
sadness,i feel less submissive and just generally lost
anger,i always got the feeling she hated me
fear,i guess i sort of believe him but deep down i just feel unsure about the unknown
sadness,i didnt feel too groggy from the wine at a href http tartandheathered
fear,im a bit paranoid about being checked out and having the dorm inspected though just because thats how i always am about these sorts of things and thats making me feel anxious every time i start thinking about cleaning or packing
fear,i really feel so vunerable and frightened
fear,im feeling a bit uncertain its comforting to me to draw these trusty old louche animals
anger,im feeling alot less grouchy and lonely today
anger,im just feeling so fucked up nothing can cheer me up
fear,i feel unsure or scared i talk
anger,i dont want the big buttons simply as i dont feel bothered with nice looking button holes maybe next time i have a suspicion they could be the cause of giving up again so to avoid negativity i ordered extra large red press studs that i will attach using a decorative stitch visible from the outside
sadness,i thought i was ready for commitment for a relationship with someone but when it happens i just feel numb
sadness,i just feel so damaged hurt and in severe mental and emotional pain right now
fear,i feel so doubtful about myself ever since i took this job
sadness,i feel that the spirit of the competition in many cases has become lost in the revenue generation machine
sadness,i now know how many muscles does the body have because i can feel each one of them aching
anger,i don t feel like i am dissatisfied because i don t have things i think i am dissatisfied because not much is changing in me and i still feel bad at times
anger,i think about it i find myself still shaking my head in disbelief and feeling truly disgusted
anger,i have constantly been panicky and making a big fuss over my learning and exam results often feeling spiteful that i have lost out a mark or two to the top in class
anger,one of my very good friends came to me for advice as her boyfriend had been hitting her and beating her quite harmfully
sadness,i came home feeling resigned
fear,i guess im feeling a bit vulnerable and looking for some input tonight
sadness,i wouldnt feel so terrible if i allowed the hurt to get through
fear,i am and growing up when i was feeling unsure about myself and my feelings i would hear about actresses i looked up to being very open about it
sadness,i thought i might be lonely and feel isolated without my go to people a short drive away
sadness,i was feeling shitty inside but never show it
fear,i could feel myself hit this strange foggy wall
fear,i hate getting behind because then i feel pressured to get it all back up to date so i can move on to other projects
anger,i am allowing myself to feel these things and not be bothered
sadness,i did blog about some really stupid stuff in the past and i cant stop feeling so embarrassed that i speak or think in that manner but i guess since this is a new phase in my life i would like to pen some thoughts down
sadness,im tired of feeling like im worthless and like there is no future for me
sadness,i feel so fucking stupid for doing so
sadness,i am feeling a bit disheartened to know that there are still a lot of things that i don t understand and questions that i don t know how to do
fear,i could feel that strange paralysis all over my body arms and hands except this odd little force field was not holding down my middle fingers forefingers or thumbs
sadness,i remember feeling completely hopeless and wondering what the heck i was even doing there at miss idaho with women who were totally in a different league
fear,i detest feeling uncertain
sadness,i dont understand why i feel so empty and hollow deep within me
sadness,i didnt used to feel so defective when younger yet i did sometimes
sadness,i must be really feeling shitty if im sinking down to that level
anger,i cannot help but feel outraged to recognize that essentially children in america have no rights at all
sadness,i feel depressed my old sexual demon returns and that banishes my despair in mad displays of wild exhibitionism april part two a href http newrhinegargoyle
fear,i drove to class i was feeling a little apprehensive but still no sweat
fear,im trying to find ways to add more sewing into my schedule without feeling completely overwhelmed
fear,im not trying to disagree with same sex intercourse or what to me it just feels weird gt
anger,i would feel so pissed off
sadness,i came out of the movie feeling like i had a bunch to learn from the character i just played and then i came to the unfortunate conclusion that he was a fictional character and he didn t exist
sadness,i started to feel crappy
sadness,i never know if theres enough light to properly expose the photo and i feel like often i end up with dull images that disappoint
anger,i am feeling stressed or overwhelmed i have come to rely on those who i have met here mostly from the so club
fear,i would cry scream kick at the door and feel terrified
sadness,i feel awful for making this all about me and my flawed academia instilled value system but my brain won t shut up about it
sadness,i feel a little disturbed by the wire in the background i just posted it because i think the light is better than in spot
sadness,i do feel something of an aversion to it within maybe because i still feel like its a vain thing or that i may be seeking some sort of outer affirmations from others who might stumble upon it ive mentioned this before but the truth is who cares about all that
sadness,i don t feel the least bit regretful about it
sadness,i know ill feel shitty the whole time
fear,i still feel uncertain with many new paths i must travel and as lost as i feel sometimes i am sure heavenly father is lifting me up and helping me to feel joy in the things that matter most
sadness,i wrote my last post i was feeling extremely regretful about the end of our relationship
fear,i hate feeling so indecisive about things because i keep my emotions under lock and key
anger,i feel selfish but she would insist
sadness,i dont know why but recently i feel really extremely exhausted i feel like i am going to faint at any moment lll i never felt like this before i feel so weak
sadness,i channel was not yet assured i get the feeling they just went from broke on this one
sadness,i don t have that much money and as i say that i once again feel so fake and unappreciative because i have so much more than the other of this world
sadness,i was feeling on the inside my face broke out really bad i had a rash on my eyelids that left them red and peeling thank you harsh pool chemicals and my mouth was i think experiencing some sort of allergic reaction to something i ate
fear,im feeling pretty shaken at the moment
sadness,i kicked myself repeatedly over the next hours for feeling so ungrateful
sadness,i should be dead since ive been out of this for a couple of months but i feel the pain every time i go to reach for that empty bottle i just cannot bear to throw out
fear,i see anything that would cause me to feel fearful or distrustful of him
fear,i started feeling intimidated by the thought
sadness,i get to the other side of months and possibly extend than it does to drink that wine and wake up feeling sad that i didnt finish what i started
fear,i still cognize that disregarding of how i feel this jesus thing is real and he has shaken my cosmos for the last about yearses
fear,i admit i walked into third wave cafe feeling a little apprehensive but what appeared to be a run of the mill cafe turned out to be a restaurant with great personality and even greater food
sadness,i spent a few days feeling defeated and wondering how much better i can expect myself to get
anger,i usually feel angered by this mad that my body could be betraying me in this way mad that a whole week out of every four is spent wasted
anger,i feel like im being petty about this
sadness,i just focus on my sermon itself and think about all of the research and writing and practicing that lies ahead of me i feel burdened
sadness,i feel permanently unimportant and i feel stupid
sadness,i don t mean to behave so cut off but i feel so lethargic to utter one single word to anyone
fear,i realize that this conversation can make some people feel paranoid or upset generally
sadness,i was feeling pretty discontent after that
sadness,i feel lousy on what happen
fear,i was starting to feel scared for both of their safety and i wish those officers hadn t left no matter how much i hated them
fear,i feel overwhelmed they might say my stomach hurts or my head hurts
sadness,i feel devastated right now
sadness,i was feeling a bit miserable and the only thing that could cheer me up is some good old baking
anger,i kind of feel like i should be investing in a how to internet for dummies type book but im really not bothered by my status as an internet pariah
fear,i lve the fact that yu genuinely feel scared when playing this game
fear,i met people from every corner of the globe so now when i am feeling restless and my finances will allow me i am can pick a spot see people that i really care about and have an adventure with them in their homelands
sadness,i feel ungrateful and petty if i try and talk to people about it
sadness,i tell her how i feel i ll be punished
sadness,i never want the audience to feel punished preached at or sorry for me
fear,i feel some weird plantar fascitis y thing
anger,i didnt feel insulted though
anger,i feel like i m in the movie dangerous minds
sadness,i also tended to either attract drama or not know how to handle it before people got their feelings hurt or not really know how to prevent or deal with conflict in the groups
sadness,ill just say it i feel horrible about my body
sadness,i cant quite put my finger on it yet the reason why i feel so listless
fear,i also feel overwhelmed by to do lists
anger,i spoke with reported feeling dissassociated and dissatisfied with their human lives
fear,i am feeling pretty shaky and sad
anger,i really can carry a grudge for a long time against those i feel have wronged or hurt me in someway whether they are aware of it or not
fear,i feel it s because we re unsure how we can help
sadness,i can feel it running through my veins and at the end is an unpleasant sight
anger,i know i need sleep feeling dissatisfied with myself for what i ve yet to accomplish instead of glowing with pride at all i ve done
fear,im most expressive when i feel distraught
sadness,i made justin feel pretty miserable last night im sure
sadness,i think the protection part is the part where i feel some has abused it more than the other reasons intended for the rights to bear arms
anger,i am not okay with feeling annoyed at myself and at life all the time
fear,im feeling paranoid im well aware of the governments tactics and if they put it on the books they want to use it
sadness,i hate for anyone to ever feel left out awkward or less than
sadness,i feel slightly awful
sadness,i still feel a little bit listless but im coping with it by getting as much work done as possible to distract myself and trying not to overthink anything
sadness,ill admit i feel slightly disillusioned here
sadness,i feel pain or aching in can stop
anger,i feel stressed out i would watch movies alone or just walk on the streets alone
anger,i was feeling annoyed suddenly
sadness,i remember feeling so inadequate as i stood there and they thanked me because of your purchases
sadness,im always disappointed that no ones perceptive enough but then again if im worried about people watching me then should i feel disappointed at myself for not watching them
anger,i have so much to be thankful for so to feel jealous of a skinny girl with a seemingly disposable income who is shopping at the mall seems so
sadness,i settle in other ways based on feeling worthless
sadness,i just feel humiliated and stupid that i didnt realize that all these things were only pushing you farther away from me
anger,as in sadness a
anger,i feel to being distracted with things that take up my attention or interests that keep me from more focused times of prayer and reading his word
sadness,i stated in the class discussions the school discourages the use of im reference at the library because they feel that it will be abused
sadness,i feel completely lost
sadness,im ever feeling stressed i whack heart on black on and it kicks me back into shape
fear,ive heard it so many times already im already feeling skeptical of whatever they say
fear,i was feeling kind of hesitant about food which sucked because we were going out to dinner that night followed by drinking
sadness,i am however caught by the feeling that i missed out on a lot of interesting conversational banter by reading dead writers write about deader writers
sadness,i actually feel like i have been beaten up
sadness,i do not feel i am damaged i can talk about it helps but i feel i am a strong person and i don t use it as a scape goat for thing that happen
fear,i have been taking it slowly going at my own pace and not feeling pressured to finish or catch up and im not looking for a miracle cure
sadness,i could definitely feel the effects as my mouth went pleasantly numb and relaxed feeling spread throughout my body
fear,im feeling a bit shaken but not stirred nice bond reference ehh
sadness,i find myself often feeling isolated alone and starved for stimulating adult conversation
sadness,i was feeling so ungrateful earlier this week
sadness,i feel like i barely broke into the kit
sadness,im feeling like a shitty person right now because i just did or worse
anger,i feel offended i choose to tell you guys how i feel because i treated you guys as friends and would want to put a stop to all these nonsense
fear,i write that i feel a bit anxious
fear,i feel my children are in harms way i feel frightened
anger,ive decided that whenever i start to feel mad about tod i dig deeper into myself to find the real solution
sadness,i am feeling only slightly lethargic and overwhelmed by my new surroundings
anger,i feel so heartless right now
anger,i get a feeling that why did i pay for getting so fucked
sadness,i was quite the outsider due to my british mentality and feeling embarrassed that my european and north american high school teachers knew more about my culture than i did i felt the desire to change that fact
sadness,i feel having to work with a useless good for nothing like you
sadness,i feel all gloomy and i hate it
anger,insulted by disgusting people
fear,i feel like my meds arent working correctly and idk its weird
sadness,i will always wake up feeling miserable and heartbroken
anger,i looked at what had happened to us in two generations and looked at what hadn t happened to them in two or three and instead of feeling outraged by their history of aggression i felt privileged by it
fear,i was feeling quite apprehensive about my wig as i felt that it wasnt as full as id hoped it would be however id taken into account my models beautiful long hair
anger,i am not able to show that directly and so i feel suffocated and irritated
anger,i also feel angry and mad and bitter because we nor anyone should have to do it
sadness,i have paused on purpose that i must step back and recognize why im walking around feeling discontent and then make the needed adjustments
anger,i don t feel like there was a part before the race where i was stressed out
sadness,i feel alan clay who is rather pathetic has a huge mass on the back of his neck that he is convinced is cancer
fear,i feel very suspicious of all of them
fear,i feel that the very foundations of my faith have been shaken to the core
sadness,i was feeling especially ungrateful its just that i had no alone time to post anything
fear,i was feeling really emotionally distraught and unable to concentrate
anger,i feel frustrated irritable even
sadness,my boyfriend with whom i had a longlasting relationship
sadness,i have keep posting up sleeping pictures when i was feeling exhausted like as of right now especially after lunch getting stuck in the office in midst of the rain nice air conditioning
sadness,i feel like i get blank stares
anger,i do i feel like i just make him mad or upset and he doesn t talk to me
anger,i feel a violent urge to vomit and back out of the room
anger,i feel so heartless sometimes because i do not have the ability to mourn for the lost of someone relating to my past grandparents
sadness,i am feeling quite disheartened
fear,i think that they pop up so automatically because seeing those pictures or people makes me feel insecure about myself
anger,i do feel slighted when some people use their piece of the cyber world to be rude towards me
fear,i have wasted entirely too much time feeling insecure about my body
fear,i feel terrified because even if i have the time to write out how i feel about mr
sadness,i started thinking about all the times that people were jerks and there was nothing really that i could do except go home write unsatisfying angry complaints into the internetsphere and generally feel helpless marginalized and disregarded by society
sadness,i feel so badly for his daughter thats tragic
sadness,i had a feeling she was doomed the moment i laid eyes on her i still thought that judy glasberg a href http www
fear,i was just feeling terrified terrified of the people around me and the situation it involves
sadness,i feel that i ll be doomed to long pants and ugly shoes for the rest of my life and i m not even yet
fear,i start feeling overwhelmed and i just want to run away and hide in the back of my closet
sadness,i feel awful when i stay home both for missing out on the exercise and practice and for flaking out on the team
sadness,i did this all a href http feeling groggy
sadness,i feel a change an anthem for the disillusioned
anger,im currently feeling cranky for silly reasons im now going to complain
fear,i read up on the practicies and cult like beliefs of falun gong and now i feel sceptical and a tad bemused
sadness,i feel helpless here with no car no cash no say
sadness,i was always looking forward to to a life that just feels dull and numb
sadness,i hurt so bad i feel like i am finally getting punished for thinking the way i do and feeling so damn restless
sadness,i sometimes feel that this is inadequate that my mind too often slips from focusing on god and jumps to my own selfish thoughts and the tasks at hand in the classroom
fear,im feeling quite distressed about the amount of horses whose jaws are jammed shut with what i consider to be excessive nosebands along with a considerable amount of metal in their mouths
sadness,i really like it and am thrilled to see where all of this will take us but on another hand i feel that the drama seems a bit messy
sadness,i feel her frustration when i see those ugly numbers and i feel her pain when an infusion site i insert into her body causes her to wince in pain
fear,i began to feel very afraid of disappointment during the tour just because the rain and fog continued
sadness,i used to work he feels so needy and this just screams for attention so to please him i felt obligated to give him some
sadness,i mean memories that make me feel dirty and unworthy
sadness,i was feeling isolated lonely and misunderstood
anger,ive been feeling cranky lately
anger,i feel like there are people out there on the internet that have issues with my online friends and then expect me to be hateful or mean to them as well
sadness,i feel anything for relationships the doomed one
sadness,i should just let him calm down on his own but then ill feel like a neglectful aunt and i so cant have that
anger,when i saw a man hitting a child of years without any consideration
fear,i are gay and feel assaulted by the right wing
anger,i think all acts of unkindness are a result of some form of selfishness because being unkind requires a lack of concern for the another person and some distorted feeling of gain by being unkind
sadness,i will never make him feel disliked and like he is a bad kid if he is only acting according to how i raised him and he is acting liek a year old child
anger,i do how empty disappointed angry sad chaotic destructive i feel today im just mad at myself why do i always fuck up shit
anger,i no raphael says grasping for his usual eloquence and feeling it slip from his fingers with spiteful ease
fear,i do know the main reason i feel like i m losing myself unsure if i ll ever get those pieces back but i m not quite ready to talk about that just yet
fear,when we stayed in vienna with our class
fear,i feel like im tortured like years ago
fear,i was sent home still feeling a bit shaky and dizzy
fear,i feel very vulnerable about sharing things that i write but i hit the publish button anyway
sadness,i feel so heartbroken but in a silly way of course
sadness,i feel so disheartened that i feel nauseous and sick
sadness,i feel really dirty now but it felt really nice
sadness,i miss my friends amp feel neglectful
anger,when i was still a child
sadness,im feeling really lonely and feeling like im missing a part of myself
anger,i had to get up soon for choir so i dealt with the feeling of a headache thats not killer but could get that way if you angered it for most of the evening
fear,i give you some tips on overcoming the feelings of being overwhelmed
fear,i didnt feel as intimidated as i had felt at the beginning of class
sadness,i went home that day feeling very discouraged at all of the ground that i had to make up but with my heart set on fulfilling my destiny
sadness,i struggle to lick my lips and at least ease some of the dry cracked feeling but end up just getting an unwelcome taste of the mask tied over my face
sadness,i tried to convince them that mine wouldnt actually make them feel crappy like the real deal but they were still reluctant to try it
sadness,i feel like we broke the mold at least to some degree when it comes to the stereotype of sibling rivalry
sadness,i feel it is unfortunate that governor riley has stated that he and the republican party are raising funds to unseat democrats in the elections
sadness,i feel disturbed inside
sadness,i care about but i feel unimportant to because they have their shit together enough so that they dont need me anymore
sadness,i feel so heartbroken tonight
anger,i feel so happily rebellious
sadness,i had been feeling extremely homesick the first two days
sadness,a relationship in which i had put my trust
sadness,i feel humiliated when mistress watches me mince into bed wearing my frilly pink bloomers and pink babydoll
fear,i feel like in some ways im probably not putting myself in vulnerable positions enough and pushing the limits of it
sadness,i had been feeling lousy but feeling a little more normal brought so many small things into focus and everything seemed wonderful
sadness,i can barely maintain long distance relationships because im too invested in feeling shitty alone
sadness,i feel very emotional down and i tried to put a strong front no matter what his instinct is always right about me being not okay
sadness,i don t really know what the suicide attempt accomplished other than me feeling ashamed embarrassed and stupid
sadness,i feel really low it would be nice to have someone to hold me when i cry
sadness,i feel bad about school
sadness,i feel a little disheartened but i dont think i feel bad as maybe i should
anger,i feel really fucked up why do such things always happen to me
sadness,i feel so fucking tragic
anger,i feel we do have some control over our petty dissatisfactions by trying to act or think and then feel more positive about our own lives
sadness,i just feel like i should become an ungrateful bastard instead
sadness,i would not expect you to understand and if you have i feel horrible for you
anger,i feel i was appalled to see a misused apostrophe on the bbc and an incorrect spelling on itv last week
sadness,i don t need to though i must admit i kept comparing myself to the skinny japanese girls i see everyday on the street and just writing that here makes me feel ludicrous
fear,i was actually feeling very distressed
sadness,im feeling a bit homesick
sadness,i feel utterly disillusioned
sadness,i feel does my foot hurt a bit maybe but who cares when the rest of me is happily strutting down the streets of this great city
sadness,im sure there are not actually multiple people looking at this crap right now but basically i feel the urge to share something with the few unfortunate people who are probably as bored at work as i currently am
fear,i heard it somehow it brings me good feeling strange
sadness,i feel so unwelcome here now and im leaving tonight once benno finishes his motorcycle lesson
fear,im still feeling a little shaken
anger,im feeling a bit bitchy tonight so i will be
fear,i let myself think about my behaviour towards you when we were children i feel a strange mix of guilt and admiration for your resilience
sadness,i am tired and i feel defeated
sadness,i did feel defeated
sadness,i think i m royally screwed up and heading down a one way street to crazy town but because i ve recently come to realize that things about my past affect how i am today even when i don t realize it and even when i don t feel damaged
sadness,i say no i feel guilty img src http var
sadness,i woke up today with totally no text so i was feeling pretty gloomy at first then my precious idiotic don called and cheered me up
sadness,i do still feel melancholy at times but that too can be chased away if i just keep my mind occupied
fear,i wish i could say fuck you to people who make me feel insecure for ever to have existed
anger,im feeling bitchy and unappreciated today
sadness,i feel like this is like fake bogart said at one point in the show
sadness,i was made to feel that i was damaged and not good or giving enough when in reality nothing is ever enough
sadness,i still have the wtf feeling and regretful feeling until today though just a kiss but a stranger
fear,ive had this urgent feeling to write to you and tell you how the files make me feel but have felt hesitant because of fear as to where it will lead me
sadness,i do hope that some simply transferred to another benedictine monastery that they didn t all feel so disillusioned that they walked away from monastic life altogether
fear,i arrived at the monastery one week later i was feeling terrified
sadness,i suddenly felt how statesmen feel when mobbed by the press or how doomed men feel right before they are lynched or stoned by a mob
sadness,i go while feeling foolish so many times
sadness,i contend that the acceptance is a bow to the culture which requires it and christians today feel shamed by a new morality
sadness,i thought i was doing what was best for my child but my pediatrician made me feel like a neglectful mom
sadness,i have a small history of hiding when i feel awkward
anger,i can t imagine that it is a newly developed tendency and the realization that i have made things so much harder on myself over the years leaves me feeling mad at myself
sadness,i cant give you all what i wanted to and i feel it in my aching heart my sweaty palms and my sleep deprived addled brain
sadness,i feel that my labors are in vain when i don t see the expected results of my efforts
sadness,im weary i feel burdened and i could definitely use some rest
sadness,i feel so regretful that i let such mundane things as work and school get in the way
sadness,i do find myself confused when i feel no pain and when my pain becomes resigned understanding a warm memory of a beautiful girl locked away for no one to ruin to taint
sadness,i feel like i am so pathetic selfish and unbelievably lazy i want to find a new job as the old one is just annoying me so much i can not describe that
sadness,i am made to feel embarrassed about my injuries but in my circle of horse friends i am supported we all are
sadness,i think i should tell him how i feel the moment i see him looking for something dumb to do
anger,i basically feeling a bit grumpy most of the time coz i was hungry
anger,i feel mad whats your
anger,i never thought id feel so much as a jot of sympathy for hussein whom i always viewed as a jumped up petty thug whatever my thoughts may be about actions against his administration
sadness,i was a feeling a bit low a few weeks back and i just focused on all the things that werent right in my life at the moment the requests that i had made that hadnt been granted
sadness,i watch dramas in order to feel like my mood is not an isolated incident
anger,i thought breaking up with my best friend of years would make me bitter and feel hateful towards her
sadness,i then open my eyes and shes gone i cant help but feel alone
sadness,i had no idea how he had been feeling unimportant to me and i was beyond upset that he had not been honest with me about his feelings
sadness,i cant do anything about it except for feel devastated i cant do anything practical about it yet
fear,i feel nervous when anyone gets too close
fear,i look hot i get leers that make me feel like i might get assaulted
sadness,i would feel awkward when someone tells his or her feelings towards me
sadness,i often feel that everything around me is so vain and purposeless
anger,im feeling really really left out and somewhat dissatisfied with everything
sadness,i do know is this i have no desire to spend my life feeling discontent so i seek a solution to the problem
fear,i have had a lot of uncaring men in my life and it still feels strange to have several that call come by and reach out to me when i am at my weakest moments
sadness,i was feeling a bit pathetic and sorry for myself
fear,i think i feel myself flushing don t be alarmed i m on a headache medicine that causes that sometimes
sadness,i feel that she was trying to hurt me
fear,i came to china feeling a little frightened of everything around me
sadness,i usually take on to more protein when i start to feel lethargic
sadness,i feel guilty for it may affect my supply then i go back to the routine again diligently
sadness,i can say my body doesnt feel deprived because it isnt being deprived of nutrition
anger,i have a very difficult time allowing people to do nice things for me without feeling either insulted or like i m in their debt
sadness,i feel horrible or even depressed that i try to fake myself out with positivity
fear,i am really not expecting it somehow it made me feel shy but then it s been a while part
sadness,i feel very disheartened today
sadness,i did not want to feel discouraged looking at a gain
anger,i feel less bothered of things happening around me
fear,i still feel vulnerable and hurt but its manageable
sadness,i is so brave to express her feelings for tomoe despite being rejected
sadness,i feel a bit jaded and weary of the world
fear,i guess i feel insecure and anxious
anger,i feel bitter theofilou said of the lack of support to nods of agreement by kastrioti who waited for her turn to board
fear,im feeling overwhelmed by college with everything else that had happened this semester
sadness,i wish that i didnt feel the way i do i wear my heart on my sleeve you have to believe the things i say arent in vain believe me theyre true
sadness,i was so panicked i didn t feel it when my nails broke against the impenetrable wall of ice leaving red crescents of blood welling up on sensitive skin
anger,im totally feeling bitchy and resentful about it
sadness,i feel awkward because i have a grown child of my own but at the same time i try to place myself in their shoes and when i do that i realize i would do the same for my child no matter the age
fear,i wasn t feeling reluctant because i was spending money we don t really have an ipad at x price is way out of the question
fear,i know what i believe and how i feel but some part of me is still hesitant because the old me would have said that anyone who believed there was a god was crazy
anger,i feel i can be a bit selfish myself
anger,i feel bothered at the fact that some of us have been given so many chances but i don t see the least bit of appreciation and utter gratefulness downright from their souls
sadness,i feel like i was aching for the summer to come and now it is slipping away so fast but doesnt it always
anger,i didnt feel angry i didnt feel bitter i felt
sadness,i feel discouraged or even a little sad cause i havet had a long term relationship
sadness,i always feel dirty and used
fear,i could feel its warmth in the strange stillness and it comforted me
sadness,im feeling dull and bored
sadness,i now worried but i was starting to feel pretty dumb for not even knowing the basics
fear,i feel like a lot of people are intimidated by false lashes because it seems like a largely unnecessary process during your makeup routine
fear,i was not going to be able to sleep until i knew how it ended and mostly because of another thing which i am not even going to talk about here because it makes me angry all over again and also because i feel horribly neurotic and immature getting upset about it and so we will gloss over that bit
sadness,im feeling particularly melancholy i will talk myself into a place of peace
anger,i sat in the dark of my room for a few minutes trying to figure out if i should feel offended or whether i should heed the advice
sadness,i feel fake sharing the joyful and creative pursuits of our family
fear,i burst out feeling shaken because i was pretty sure i d just hit a bird
sadness,i like a good challenge but not at the expense of feeling humiliated
fear,i spend obsessing over my decisions and feeling anxious
sadness,i feel so horrible when i am not accomplishing something
sadness,im still contagious and while i am desperately wanting to cuddle him id feel rotten if i let my selfish physical wants get him sick
sadness,i feel ugly disgusted and like a pig
fear,i feel like im in such a strange place in life no one to take care of and no one who cares
sadness,i am end up feeling devastated that i have borne such a social monster
anger,i feel resentful and irritable
anger,i didn t want them sending me crap i d feel almost insulted to win and embarrassed for whoever made it like in oregon
fear,i was tossing and turning and feeling very anxious about the fact that i was not doing this work that i felt needed to be done
anger,i am feeling completely irritated right now and i have no idea why maybe because he is usually just getting home from school so the last hour of these god awful videos have imposed on my time
sadness,i feel disappointed by myself
sadness,im beginning to feel isolated in the work place but i dont attribute blame to anyone or anything
anger,i hope my condescending attitude will allow present me to feel offended and as such remember that the amount of sunlight affects plant growth
fear,i feel nervous about trying something new during a lesson or if my horse shies at something
anger,i feel like i can trust them though seeing how they can understand how other women can be bitchy and neither of us want to deal with that shit
sadness,i feel so dirty so unamerican so french
anger,im good at hiding my true feelings or blurting them out in sarcastic tones
sadness,i think about it i feel a little ashamed of myself because ive been blogging regularly all year and it hasnt been that much of a struggle
fear,i know i have certain aspects of my personality attitude that could be improved i have been under the impression that everythings been fine feel absolutely assaulted by the statement that my co workers have been complaining about me behind my back
anger,ive been feeling so bothered lately
fear,i feel so insecure when we figt
anger,i still try to force myself to do some even if i m feeling irritable withdrawn and quiet at the time
fear,im still feeling intimidated but i feel like i do actually have something to say
anger,i feel irritated a lot
anger,i would just hurt others feelings i am so selfish
anger,i got a feeling give it up i got a feeling get away becuz i m cuz i m dangerous oh i m a badman ah
anger,i feel rude about going to the bathroom when she s in there
fear,i combine the flat tire the head wound and a headless bird im feeling a little paranoid
sadness,i don t know why i feel disheartened about the league because of so many draws it is the mark of a tightly contested competitive organization with important results
fear,i am not thinking about a certain person before i sleep i end up having strange dreams about him and when i wake up after those dreams i feel shaken and stunned
sadness,i feel so horrible that i want to cry
sadness,i feel so perverse
sadness,i felt myself shrinking and feeling horrible about myself
sadness,i always feel kinda sad for them when the authority figures eventually show up on the scene and squeeze all of the risky fun out of their play time
sadness,i find myself buying into and reacting to the conflicts of modern life more than i did before and feeling more jaded
anger,i feel im not bothered by that
anger,i was more irritable i went from having a million and one ideas to feeling like not being bothered from feeling inspired to feeling obligated
fear,i liked the feeling of being scared and jumping in my seat grabbing the arm of my preferably male companion
sadness,im feeling a little less disheartened about it
anger,i feel i am a heartless cold bitch
sadness,i feel they look a little awkward just below
fear,ive been feeling a bit pressured because theres so little time left for two books
fear,i feel more anxious than i have in quite some time in fact
sadness,i am really enjoying my time here but ever since fourth of july passed and i reminisced about nyc and home i have been feeling a bit homesick
sadness,i shouldnt make you put yourself in a spot that makes you feel awkward
